keep
ENSG00000229308
ENSG00000276972
ENSG00000219395
ENSG00000258804
ENSG00000255350
ENSG00000273049
ENSG00000251200
ENSG00000137474
ENSG00000269349
ENSG00000251332
ENSG00000279955
ENSG00000260645
ENSG00000207163
ENSG00000170442
ENSG00000267959
ENSG00000171360
ENSG00000248521
ENSG00000159459
ENSG00000236306
ENSG00000261286
ENSG00000180150
ENSG00000179002
ENSG00000226756
ENSG00000255117
ENSG00000118454
ENSG00000166004
ENSG00000264563
ENSG00000196218
ENSG00000236052
ENSG00000164794
ENSG00000241188
ENSG00000267338
ENSG00000104129
ENSG00000142892
ENSG00000158296
ENSG00000208009
ENSG00000200361
ENSG00000261780
ENSG00000176261
ENSG00000111554
ENSG00000249222
ENSG00000258500
ENSG00000185630
ENSG00000222747
ENSG00000141639
ENSG00000118402
ENSG00000164659
ENSG00000231270
ENSG00000197933
ENSG00000153774
ENSG00000273590
ENSG00000242001
ENSG00000248842
ENSG00000234737
ENSG00000227462
ENSG00000263635
ENSG00000138764
ENSG00000254300
ENSG00000224822
ENSG00000228757
ENSG00000231081
ENSG00000272056
ENSG00000169704
ENSG00000272668
ENSG00000280709
ENSG00000275636
ENSG00000126070
ENSG00000249362
ENSG00000262633
ENSG00000124243
ENSG00000257531
ENSG00000160801
ENSG00000248533
ENSG00000273553
ENSG00000228159
ENSG00000184752
ENSG00000232359
ENSG00000006607
ENSG00000228033
ENSG00000166387
ENSG00000249634
ENSG00000242547
ENSG00000168421
ENSG00000074964
ENSG00000135740
ENSG00000221507
ENSG00000256355
ENSG00000242991
ENSG00000205835
ENSG00000172426
ENSG00000255529
ENSG00000209702
ENSG00000205927
ENSG00000257475
ENSG00000252857
ENSG00000231897
ENSG00000243705
ENSG00000214135
ENSG00000248210
ENSG00000260264
ENSG00000242276
ENSG00000265763
ENSG00000108379
ENSG00000260377
ENSG00000277171
ENSG00000236501
ENSG00000230476
ENSG00000244743
ENSG00000188372
ENSG00000016602
ENSG00000114648
ENSG00000279954
ENSG00000213658
ENSG00000250330
ENSG00000199796
ENSG00000234999
ENSG00000234061
ENSG00000228507
ENSG00000255857
ENSG00000226230
ENSG00000228028
ENSG00000228161
ENSG00000263783
ENSG00000138286
ENSG00000261135
ENSG00000255292
ENSG00000267016
ENSG00000225879
ENSG00000256087
ENSG00000179168
ENSG00000224545
ENSG00000104691
ENSG00000108242
ENSG00000112339
ENSG00000278250
ENSG00000272609
ENSG00000276172
ENSG00000267558
ENSG00000059758
ENSG00000120860
ENSG00000206900
ENSG00000272209
ENSG00000163002
ENSG00000257279
ENSG00000175054
ENSG00000224982
ENSG00000248019
ENSG00000226676
ENSG00000239249
ENSG00000072840
ENSG00000127377
ENSG00000203605
ENSG00000224128
ENSG00000207512
ENSG00000265944
ENSG00000069943
ENSG00000157349
ENSG00000274390
ENSG00000153291
ENSG00000162542
ENSG00000274167
ENSG00000236022
ENSG00000231537
ENSG00000128438
ENSG00000268620
ENSG00000268964
ENSG00000261272
ENSG00000244171
ENSG00000240418
ENSG00000241627
ENSG00000184194
ENSG00000008869
ENSG00000231888
ENSG00000180357
ENSG00000033170
ENSG00000280191
ENSG00000258759
ENSG00000175749
ENSG00000240450
ENSG00000276532
ENSG00000249100
ENSG00000279884
ENSG00000199283
ENSG00000270136
ENSG00000205497
ENSG00000281883
ENSG00000104983
ENSG00000254180
ENSG00000229433
ENSG00000243797
ENSG00000273381
ENSG00000005020
ENSG00000281856
ENSG00000172023
ENSG00000253194
ENSG00000257407
ENSG00000272772
ENSG00000121895
ENSG00000060069
ENSG00000251258
ENSG00000235451
ENSG00000188558
ENSG00000135636
ENSG00000237945
ENSG00000248951
ENSG00000243904
ENSG00000279347
ENSG00000278156
ENSG00000279637
ENSG00000163535
ENSG00000263941
ENSG00000261573
ENSG00000232893
ENSG00000251326
ENSG00000255001
ENSG00000272914
ENSG00000252211
ENSG00000018625
ENSG00000139083
ENSG00000262408
ENSG00000170091
ENSG00000074621
ENSG00000271095
ENSG00000081087
ENSG00000273118
ENSG00000078699
ENSG00000184911
ENSG00000237679
ENSG00000186523
ENSG00000198246
ENSG00000200252
ENSG00000145349
ENSG00000225531
ENSG00000279594
ENSG00000212623
ENSG00000252891
ENSG00000259015
ENSG00000266099
ENSG00000229646
ENSG00000184271
ENSG00000260412
ENSG00000197748
ENSG00000261609
ENSG00000100916
ENSG00000147118
ENSG00000065600
ENSG00000189410
ENSG00000227941
ENSG00000274895
ENSG00000142549
ENSG00000132423
ENSG00000255627
ENSG00000249392
ENSG00000165178
ENSG00000152154
ENSG00000273265
ENSG00000265260
ENSG00000188266
ENSG00000180385
ENSG00000206417
ENSG00000254855
ENSG00000131373
ENSG00000137871
ENSG00000170522
ENSG00000156795
ENSG00000186871
ENSG00000227659
ENSG00000278874
ENSG00000213186
ENSG00000237473
ENSG00000237351
ENSG00000275091
ENSG00000099822
ENSG00000200220
ENSG00000206975
ENSG00000168216
ENSG00000163638
ENSG00000226296
ENSG00000225176
ENSG00000272113
ENSG00000229652
ENSG00000213352
ENSG00000157021
ENSG00000112175
ENSG00000277264
ENSG00000268027
ENSG00000234788
ENSG00000216031
ENSG00000175646
ENSG00000237886
ENSG00000254545
ENSG00000275155
ENSG00000181408
ENSG00000277602
ENSG00000272844
ENSG00000229725
ENSG00000116793
ENSG00000185485
ENSG00000270008
ENSG00000207767
ENSG00000255872
ENSG00000235151
ENSG00000248318
ENSG00000238590
ENSG00000237626
ENSG00000112212
ENSG00000154269
ENSG00000238212
ENSG00000271201
ENSG00000102796
ENSG00000253245
ENSG00000258532
ENSG00000148965
ENSG00000274845
ENSG00000171916
ENSG00000273181
ENSG00000116667
ENSG00000111490
ENSG00000171853
ENSG00000201725
ENSG00000143669
ENSG00000279141
ENSG00000162419
ENSG00000186187
ENSG00000164073
ENSG00000225644
ENSG00000274993
ENSG00000185467
ENSG00000237849
ENSG00000266268
ENSG00000279973
ENSG00000274044
ENSG00000258710
ENSG00000264149
ENSG00000264073
ENSG00000233133
ENSG00000162929
ENSG00000188735
ENSG00000224468
ENSG00000234948
ENSG00000226881
ENSG00000275828
ENSG00000269800
ENSG00000254906
ENSG00000125965
ENSG00000239253
ENSG00000232721
ENSG00000201048
ENSG00000236348
ENSG00000065491
ENSG00000186056
ENSG00000213090
ENSG00000076321
ENSG00000102076
ENSG00000106852
ENSG00000171671
ENSG00000236928
ENSG00000271225
ENSG00000201444
ENSG00000230165
ENSG00000202044
ENSG00000230935
ENSG00000279077
ENSG00000264210
ENSG00000274090
ENSG00000197046
ENSG00000238172
ENSG00000272030
ENSG00000264513
ENSG00000243871
ENSG00000157303
ENSG00000253523
ENSG00000256863
ENSG00000118276
ENSG00000138346
ENSG00000237235
ENSG00000183943
ENSG00000227597
ENSG00000225513
ENSG00000225792
ENSG00000264444
ENSG00000132669
ENSG00000197161
ENSG00000279557
ENSG00000177108
ENSG00000258320
ENSG00000170836
ENSG00000230716
ENSG00000273932
ENSG00000112877
ENSG00000239545
ENSG00000233101
ENSG00000183475
ENSG00000207202
ENSG00000205476
ENSG00000136161
ENSG00000267510
ENSG00000280893
ENSG00000224448
ENSG00000256311
ENSG00000120647
ENSG00000197706
ENSG00000223679
ENSG00000232579
ENSG00000238912
ENSG00000199301
ENSG00000221464
ENSG00000215835
ENSG00000206747
ENSG00000177340
ENSG00000204954
ENSG00000228777
ENSG00000197575
ENSG00000229537
ENSG00000237653
ENSG00000065485
ENSG00000229757
ENSG00000167394
ENSG00000213943
ENSG00000225809
ENSG00000272719
ENSG00000211451
ENSG00000100012
ENSG00000128683
ENSG00000239557
ENSG00000261092
ENSG00000204791
ENSG00000112761
ENSG00000095794
ENSG00000276318
ENSG00000228274
ENSG00000238158
ENSG00000185894
ENSG00000272249
ENSG00000229719
ENSG00000138375
ENSG00000185053
ENSG00000237276
ENSG00000264634
ENSG00000130340
ENSG00000253808
ENSG00000269966
ENSG00000162188
ENSG00000256103
ENSG00000213492
ENSG00000236180
ENSG00000218893
ENSG00000199839
ENSG00000237265
ENSG00000237787
ENSG00000261527
ENSG00000092421
ENSG00000147121
ENSG00000212136
ENSG00000135144
ENSG00000222890
ENSG00000232234
ENSG00000120659
ENSG00000177692
ENSG00000228771
ENSG00000248124
ENSG00000250961
ENSG00000196418
ENSG00000222320
ENSG00000260126
ENSG00000271340
ENSG00000261749
ENSG00000226011
ENSG00000267407
ENSG00000186075
ENSG00000265739
ENSG00000147127
ENSG00000228261
ENSG00000251890
ENSG00000230228
ENSG00000279532
ENSG00000272862
ENSG00000279182
ENSG00000272631
ENSG00000234219
ENSG00000261546
ENSG00000228255
ENSG00000233420
ENSG00000207160
ENSG00000271644
ENSG00000212325
ENSG00000255203
ENSG00000199035
ENSG00000137075
ENSG00000231876
ENSG00000042088
ENSG00000277767
ENSG00000168811
ENSG00000213934
ENSG00000255325
ENSG00000186526
ENSG00000223652
ENSG00000215712
ENSG00000244192
ENSG00000275273
ENSG00000229192
ENSG00000253963
ENSG00000219951
ENSG00000051382
ENSG00000278171
ENSG00000280044
ENSG00000131149
ENSG00000272642
ENSG00000264727
ENSG00000089723
ENSG00000206929
ENSG00000167414
ENSG00000248423
ENSG00000226982
ENSG00000252171
ENSG00000281269
ENSG00000169410
ENSG00000269469
ENSG00000171989
ENSG00000110203
ENSG00000258616
ENSG00000272256
ENSG00000225614
ENSG00000202275
ENSG00000257060
ENSG00000152214
ENSG00000235687
ENSG00000105877
ENSG00000178338
ENSG00000272354
ENSG00000132436
ENSG00000176884
ENSG00000261798
ENSG00000270831
ENSG00000143954
ENSG00000271856
ENSG00000158555
ENSG00000211680
ENSG00000223968
ENSG00000101773
ENSG00000252816
ENSG00000220201
ENSG00000212556
ENSG00000255187
ENSG00000232429
ENSG00000229951
ENSG00000231781
ENSG00000201467
ENSG00000137672
ENSG00000234545
ENSG00000261570
ENSG00000235267
ENSG00000253236
ENSG00000103313
ENSG00000104290
ENSG00000270354
ENSG00000109458
ENSG00000086015
ENSG00000197024
ENSG00000233945
ENSG00000263575
ENSG00000256861
ENSG00000252198
ENSG00000217495
ENSG00000140382
ENSG00000267070
ENSG00000202472
ENSG00000224239
ENSG00000173198
ENSG00000265456
ENSG00000233587
ENSG00000232327
ENSG00000142920
ENSG00000249988
ENSG00000182324
ENSG00000236388
ENSG00000106086
ENSG00000226337
ENSG00000204410
ENSG00000203970
ENSG00000167393
ENSG00000277723
ENSG00000254506
ENSG00000258764
ENSG00000234376
ENSG00000081189
ENSG00000147679
ENSG00000228219
ENSG00000227579
ENSG00000228944
ENSG00000239265
ENSG00000239917
ENSG00000144554
ENSG00000216639
ENSG00000133027
ENSG00000122783
ENSG00000163075
ENSG00000069966
ENSG00000215846
ENSG00000102245
ENSG00000225300
ENSG00000207924
ENSG00000253926
ENSG00000275418
ENSG00000199609
ENSG00000160256
ENSG00000255814
ENSG00000280176
ENSG00000232678
ENSG00000187730
ENSG00000083290
ENSG00000164144
ENSG00000154358
ENSG00000155008
ENSG00000236768
ENSG00000197568
ENSG00000253414
ENSG00000251412
ENSG00000133317
ENSG00000181381
ENSG00000111846
ENSG00000121406
ENSG00000235908
ENSG00000164849
ENSG00000234805
ENSG00000108423
ENSG00000185860
ENSG00000243806
ENSG00000270402
ENSG00000246095
ENSG00000110274
